# FrenchMaster cards source (tab-separated)
## columns: id	french	english	partOfSpeech	grade	unit	gender	examUsage	tags	examples
# examples format: french=>english || french=>english

g10s1_01	bonjour	hello / good morning	phrase	G10S1	1		Formal greeting used in written and oral exams as opening.	greetings|basic	Bonjour, comment allez-vous ?=>Hello, how are you? || Bonjour à tous !=>Good morning everyone!
g12_83	le jus	juice	noun	G12	5	masculine	Liquid extracted from fruits or vegetables.	food|drinks	Un jus d'orange, s'il vous plaît.=>An orange juice, please. || J'aime le jus de pomme.=>I like apple juice.
g12_84	une confiture	jam	noun	G12	5	feminine	Fruit preserve used as a spread.	food|breakfast	Je mange de la confiture au petit-déjeuner.=>I eat jam at breakfast. || C'est une confiture de fraises maison.=>It's a homemade strawberry jam.
g12_85	une eau gazeuse	sparkling water	noun	G12	5	feminine	Carbonated drinking water.	food|drinks	Je préfère l'eau gazeuse.=>I prefer sparkling water. || L'eau gazeuse facilite la digestion.=>Sparkling water aids digestion.
g12_86	une eau minérale	mineral water	noun	G12	5	feminine	Still water sourced from mineral springs.	food|drinks	L'eau minérale est pure.=>Mineral water is pure. || Achetez une bouteille d'eau minérale.=>Buy a bottle of mineral water.
g12_87	le sucre	sugar	noun	G12	5	masculine	Sweetener used in food and drinks.	food|ingredients	Tu prends du sucre dans ton café ?=>Do you take sugar in your coffee? || Trop de sucre est mauvais pour la santé.=>Too much sugar is bad for health.
g12_88	une diabolo menthe	mint soda/syrup	noun	G12	5	feminine	Typical French cafe drink with mint syrup and lemonade.	food|drinks	C'est une boisson verte.=>It's a green drink. || Je commande un diabolo menthe.=>I'm ordering a mint soda.
g12_89	la glace	ice cream	noun	G12	5	feminine	Frozen dessert available in many flavors.	food|desserts	Une glace au chocolat.=>A chocolate ice cream. || J'aime la glace à la vanille.=>I like vanilla ice cream.
g12_90	le sorbet	sorbet	noun	G12	5	masculine	Dairy-free frozen fruit dessert.	food|desserts	Le sorbet est léger.=>The sorbet is light. || Je préfère le sorbet au citron.=>I prefer lemon sorbet.
g12_91	le jambon	ham	noun	G12	5	masculine	Type of cured meat often used in sandwiches.	food|meat	Le jambon est une viande.=>Ham is a meat. || Un sandwich au jambon, s'il vous plaît.=>A ham sandwich, please.
g12_92	un œuf	an egg	noun	G12	5	masculine	Common protein source in cooking.	food|ingredients	Je mange un œuf dur.=>I am eating a hard-boiled egg. || Il faut trois œufs pour ce gâteau.=>Three eggs are needed for this cake.
g12_93	la crevette	shrimp	noun	G12	5	feminine	Common type of shellfish/seafood.	food|seafood	J'adore les crevettes grillées.=>I love grilled shrimp. || La salade de crevettes est fraîche.=>The shrimp salad is fresh.
g12_94	une omelette	an omelet	noun	G12	5	feminine	Dish made from beaten eggs.	food|dishes	On fait une omelette pour le dîner.=>We are making an omelet for dinner. || L'omelette aux champignons est délicieuse.=>The mushroom omelet is delicious.
g12_95	une huile	oil	noun	G12	5	feminine	Liquid fat used for cooking or dressing.	food|ingredients	L'huile d'olive est saine.=>Olive oil is healthy. || On fait chauffer l'huile dans la poêle.=>We heat the oil in the pan.
g12_96	le gruyère	swiss cheese / hard cheese	noun	G12	5	masculine	Popular type of hard yellow cheese.	food|dairy	Le gruyère est bon sur les pâtes.=>Swiss cheese is good on pasta. || J'achète du gruyère râpé.=>I'm buying shredded Swiss cheese.
g12_97	des lentilles (f.pl)	lentils	noun	G12	5	feminine	Type of pulse/legume used in soups.	food|vegetables	La soupe de lentilles est chaude.=>The lentil soup is hot. || Les lentilles sont riches en fer.=>Lentils are rich in iron.
g12_98	le riz	rice	noun	G12	5	masculine	Staple grain used globally.	food|grains	Le riz est un produit céréalier.=>Rice is a cereal product. || Je mange du poulet avec du riz.=>I'm eating chicken with rice.
g12_99	les pâtes (f.pl)	pasta	noun	G12	5	feminine	Staple Italian-style dough products.	food|grains	J'adore les pâtes italiennes.=>I love Italian pasta. || Les pâtes sont faciles à cuisiner.=>Pasta is easy to cook.
g12_100	le maïs	corn	noun	G12	5	masculine	Cereal plant often eaten as a vegetable.	food|grains	On fait du pop-corn avec le maïs.=>We make popcorn with corn. || La salade de maïs est croquante.=>The corn salad is crunchy.
g12_101	une pizza	a pizza	noun	G12	5	feminine	International popular dish.	food|dishes	Une pizza aux quatre fromages.=>A four-cheese pizza. || On commande une pizza ce soir.=>We are ordering a pizza tonight.
g12_102	le macaroni	macaroni	noun	G12	5	masculine	Specific type of tube-shaped pasta.	food|grains	Les enfants aiment le macaroni.=>Children love macaroni. || Le macaroni au fromage est un classique.=>Mac and cheese is a classic.
g12_103	des viennoiseries (f.pl)	pastries	noun	G12	5	feminine	French pastries like croissants and pains au chocolat.	food|bakery	Croissants et pains au chocolat.=>Croissants and chocolate breads. || On achète des viennoiseries le dimanche.=>We buy pastries on Sundays.
g12_104	un sel	salt	noun	G12	5	masculine	Basic seasoning used in almost all cooking.	food|ingredients	Passe-moi le sel, s'il te plaît.=>Pass me the salt, please. || Ne mets pas trop de sel.=>Don't put too much salt.
g12_105	plus ... que	more ... than	phrase	G12	6		Used to form the comparative of superiority.	grammar|comparison	Le lion est plus fort que le chat.=>The lion is stronger than the cat. || Cette voiture est plus chère que l'autre.=>This car is more expensive than the other.
g12_106	moins ... que	less ... than	phrase	G12	6		Used to form the comparative of inferiority.	grammar|comparison	Le vélo est moins rapide que l'avion.=>The bike is less fast than the plane. || Ce livre est moins intéressant.=>This book is less interesting.
g12_107	aussi ... que	as ... as	phrase	G12	6		Used to form the comparative of equality.	grammar|comparison	Paul est aussi grand que Marc.=>Paul is as tall as Marc. || Elle est aussi intelligente que son frère.=>She is as smart as her brother.
g12_108	bon -> meilleur	good -> better (adj)	phrase	G12	6		Irregular comparative form of the adjective 'bon'.	grammar|comparison	Le chocolat est meilleur que la vanille.=>Chocolate is better than vanilla. || C'est le meilleur gâteau du monde.=>It's the best cake in the world.
g12_109	bien -> mieux	well -> better (adv)	phrase	G12	6		Irregular comparative form of the adverb 'bien'.	grammar|comparison	Il chante mieux que moi.=>He sings better than me. || Tu travailles mieux aujourd'hui.=>You are working better today.
g12_110	très + adj	very + adj	phrase	G12	6		Used to intensify an adjective.	grammar|intensity	Il est très intelligent.=>He is very smart. || Il fait très chaud aujourd'hui.=>It is very hot today.
g12_111	beaucoup + verbe	a lot + verb	phrase	G12	6		Used to quantify an action.	grammar|intensity	Il travaille beaucoup.=>He works a lot. || J'aime beaucoup ce chanteur.=>I like this singer a lot.
g12_112	une vache	cow	noun	G12	7	feminine	Common farm animal that produces milk.	animals|farm	Elle vit dans l'étable.=>She lives in the stable. || La vache broute l'herbe.=>The cow grazes the grass.
g12_113	un veau	calf (young cow)	noun	G12	7	masculine	Term for a young bovine.	animals|farm	Le veau est le petit de la vache.=>The calf is the baby of the cow. || Le veau court dans le pré.=>The calf runs in the meadow.
g12_114	un cheval	horse	noun	G12	7	masculine	Animal used for riding and farming.	animals|farm	Il vit dans l'écurie.=>He lives in the stable. || Le cheval galope dans la plaine.=>The horse gallops in the plain.
g12_115	une jument	mare (female horse)	noun	G12	7	feminine	Specific term for an adult female horse.	animals|farm	La jument court vite.=>The mare runs fast. || La jument protège son poulain.=>The mare protects her foal.
g12_116	un lapin	rabbit	noun	G12	7	masculine	Small mammal often kept on farms or as pets.	animals|farm	Il vit dans le clapier.=>He lives in the hutch. || Le lapin mange des carottes.=>The rabbit eats carrots.
g12_117	un coq	rooster	noun	G12	7	masculine	Male chicken known for crowing at sunrise.	animals|farm	Il vit dans le poulailler.=>He lives in the chicken coop. || Le coq chante le matin.=>The rooster crows in the morning.
g12_118	une poule	hen	noun	G12	7	feminine	Female chicken kept for egg production.	animals|farm	La poule donne des œufs.=>The hen gives eggs. || La poule picore du grain.=>The hen pecks at grain.
g12_119	un canard	duck	noun	G12	7	masculine	Waterfowl common on farms and in ponds.	animals|farm	Il vit dans la basse-cour.=>He lives in the farmyard. || Le canard nage sur la mare.=>The duck swims on the pond.
g12_120	un chien	dog	noun	G12	7	masculine	Common pet and working farm animal.	animals|farm	Il vit dans la niche.=>He lives in the doghouse. || Le chien garde la ferme.=>The dog guards the farm.
g12_121	un mouton	sheep	noun	G12	7	masculine	Animal raised for wool and meat.	animals|farm	Il vit dans la bergerie.=>He lives in the sheepfold. || On tond le mouton pour la laine.=>We shear the sheep for wool.
g12_122	un agneau	lamb (young sheep)	noun	G12	7	masculine	Term for a young sheep.	animals|farm	L'agneau est très doux.=>The lamb is very soft. || L'agneau suit sa mère.=>The lamb follows its mother.
g12_123	ne ... plus	no more / no longer	phrase	G12	8		Negation indicating an action has stopped.	grammar|negation	Il n'y a plus de pain.=>There is no more bread. || Je ne fume plus.=>I no longer smoke.
g12_124	ne ... jamais	never	phrase	G12	8		Negation indicating an action occurs at no time.	grammar|negation	Je ne voyage jamais seul.=>I never travel alone. || Il ne ment jamais.=>He never lies.
g12_125	ne ... rien	nothing	phrase	G12	8		Negation used to indicate the absence of things.	grammar|negation	Je ne vois rien.=>I see nothing. || Rien n'est impossible.=>Nothing is impossible.
g12_126	ne ... personne	nobody	phrase	G12	8		Negation used to indicate the absence of people.	grammar|negation	Personne n'est venu.=>Nobody came. || Je ne connais personne ici.=>I know nobody here.
g12_127	ne ... que	only	phrase	G12	8		Restrictive expression often functioning like a negation.	grammar|negation	Il n'a que dix ans.=>He is only ten years old. || Je ne bois que de l'eau.=>I only drink water.
g12_128	Pourquoi / Parce que	Why / Because	phrase	G12	8		Standard question and answer pair for causality.	grammar|conjunctions	Pourquoi ris-tu ? Parce que c'est drôle.=>Why are you laughing? Because it's funny. || Pourquoi pars-tu ? Parce qu'il est tard.=>Why are you leaving? Because it is late.
g12_129	un TGV	high-speed train	noun	G12	9	masculine	Acronym for Train à Grande Vitesse.	transport|trains	Le TGV est très rapide.=>The TGV is very fast. || On prend le TGV pour aller à Lyon.=>We take the TGV to go to Lyon.
g12_130	un métro	subway / metro	noun	G12	9	masculine	Urban underground rail system.	transport|urban	On prend le métro au Caire.=>We take the metro in Cairo. || Le métro est bondé aux heures de pointe.=>The metro is crowded during rush hour.
g12_131	un bateau	boat / ship	noun	G12	9	masculine	General term for waterborne vessels.	transport|water	Le bateau est au port.=>The boat is at the port. || Nous traversons le fleuve en bateau.=>We are crossing the river by boat.
g12_132	un avion	airplane	noun	G12	9	masculine	Standard term for air transport.	transport|air	L'avion est à l'aéroport.=>The plane is at the airport. || Je prends l'avion pour Paris.=>I am taking the plane to Paris.
g12_133	un vélo	bicycle	noun	G12	9	masculine	Common term for a two-wheeled vehicle.	transport|urban	Je vais au lycée à vélo.=>I go to high school by bike. || Mon vélo est rouge.=>My bicycle is red.
g12_134	en + transport	inside transport	phrase	G12	9		Preposition used for enclosed modes of transport.	grammar|transport	en bus, en taxi, en voiture.=>by bus, by taxi, by car. || Nous voyageons en train.=>We travel by train.
g12_135	à + transport	on top / open	phrase	G12	9		Preposition used for open or foot-based transport.	grammar|transport	à pied, à vélo, à moto, à cheval.=>on foot, by bike, by motorcycle, on horseback. || Il vient à pied.=>He is coming on foot.
g12_136	descendre du/de la	get off a transport	verb	G12	9		Verb phrase used for exiting a vehicle.	grammar|transport	Je descends du bus.=>I am getting off the bus. || Descendez du train à la prochaine gare.=>Get off the train at the next station.
g12_137	les yeux	eyes	noun	G12	10	masculine	Plural form of "l'œil"; organ of sight.	body|senses	On voit avec les yeux.=>We see with our eyes. || Elle a les yeux bleus.=>She has blue eyes.
g12_138	les oreilles	ears	noun	G12	10	feminine	Organ of hearing.	body|senses	On entend avec les oreilles.=>We hear with our ears. || J'ai mal aux oreilles.=>My ears hurt.
g12_139	le nez	nose	noun	G12	10	masculine	Organ of smell.	body|senses	On sent avec le nez.=>We smell with our nose. || Il a le nez bouché.=>His nose is blocked.
g12_140	la bouche	mouth	noun	G12	10	feminine	Part of the body used for eating and speaking.	body|senses	On mange avec la bouche.=>We eat with our mouth. || Ferme la bouche !=>Close your mouth!
g12_141	le médecin	doctor	noun	G12	11	masculine	Professional who treats sick people.	work|health	Il soigne les malades.=>He treats the sick. || Je vais chez le médecin.=>I am going to the doctor.
